,Close,Compound,Negative,Neutral,Positive,Open,High,Low,Volume
2018-09-21,1206.067627,-0.9999,0.138,0.771,0.091,1207.553589,1225.780884,1172.3869630000004,19250938.0
2018-09-24,1220.481079,-0.9998,0.128,0.78,0.092,1203.046265,1228.257324,1193.189697,10198351.0
2018-09-25,1219.044678,-0.9999,0.144,0.766,0.09,1223.898682,1233.309448,1183.778931,9807108.0
2018-09-26,1239.649414,-0.9999,0.146,0.762,0.092,1227.365845,1242.175415,1215.627075,6457463.0
2018-09-27,1241.977295,-0.9998,0.137,0.781,0.081,1243.215576,1251.1403810000004,1225.879883,10911205.0
2018-09-28,1246.137817,-0.9996,0.121,0.778,0.101,1248.06958,1259.758789,1235.587891,11177984.0
2018-10-01,1220.134399,-0.9998,0.136,0.759,0.105,1245.890259,1245.890259,1192.694458,7402199.0
2018-10-03,1193.78418,-0.9999,0.148,0.767,0.085,1217.954956,1227.960205,1188.7814939999996,7446497.0
2018-10-04,1111.712036,-0.9999,0.142,0.757,0.101,1178.330566,1179.222168,1095.614624,23432473.0
2018-10-05,1039.001343,-0.9999,0.155,0.759,0.086,1089.175659,1104.827393,1028.401733,22151189.0
2018-10-08,1098.982788,-0.9999,0.12,0.809,0.071,1040.140503,1106.511353,1015.920105,24913364.0
2018-10-09,1079.814453,-0.9999,0.132,0.779,0.089,1111.117676,1112.752197,1071.047485,11095381.0
2018-10-10,1091.751343,-0.9999,0.142,0.762,0.096,1083.628296,1105.372192,1074.118408,9592247.0
2018-10-11,1077.585571,-0.9999,0.149,0.763,0.088,1054.009033,1104.282471,1033.206299,13349523.0
2018-10-12,1115.97168,-0.9999,0.131,0.789,0.081,1094.574585,1118.398682,1091.553223,9144401.0
2018-10-15,1129.047729,-0.9997,0.135,0.759,0.106,1119.290283,1136.130615,1107.650635,8955871.0
2018-10-16,1152.871948,-0.9998,0.128,0.791,0.081,1135.239014,1156.43811,1129.29541,7549490.0
2018-10-17,1140.489258,-0.9999,0.155,0.743,0.102,1167.929199,1168.2758789999998,1129.29541,12906841.0
2018-10-19,1090.95874,-0.9992,0.113,0.792,0.095,1089.671021,1100.567749,1060.200317,25662196.0
2018-10-22,1052.671753,-0.9999,0.131,0.791,0.078,1099.577148,1104.332031,1047.421509,13290338.0
2018-10-23,1044.796387,-1.0,0.148,0.781,0.071,1042.864624,1054.702515,1033.850098,10673958.0
2018-10-24,1035.93042,-0.9998,0.123,0.786,0.091,1064.806641,1065.846802,1021.715149,13784775.0
2018-10-25,1021.120789,-0.9999,0.143,0.778,0.079,1026.271973,1030.878296,1006.856018,14229855.0
2018-10-26,1035.0883789999998,-0.9999,0.135,0.79,0.075,1023.20105,1047.074829,1012.403442,9269654.0
2018-10-29,1077.585571,-0.9999,0.146,0.765,0.088,1036.178101,1083.578735,1036.178101,7744528.0
2018-10-30,1047.074829,-0.9999,0.129,0.782,0.089,1075.3071289999998,1075.3071289999998,1042.220825,8890179.0
2018-10-31,1051.2849119999996,-0.9999,0.144,0.769,0.087,1049.05603,1055.841675,1037.168701,16613693.0
2018-11-01,1046.3317869999996,-0.999,0.108,0.804,0.088,1057.872437,1057.872437,1040.140503,9485091.0
2018-11-02,1064.806641,-0.9999,0.131,0.787,0.082,1056.980835,1070.849365,1053.166992,16955411.0
2018-11-05,1080.062134,-0.9957,0.112,0.783,0.105,1063.370361,1082.439575,1054.999634,7654392.0
2018-11-06,1093.732544,-0.9995,0.127,0.765,0.108,1083.727295,1101.55835,1081.3498539999996,8716110.0
2018-11-07,1100.270508,-0.9991,0.122,0.772,0.107,1104.530151,1104.530151,1096.308105,1296168.0
2018-11-09,1083.182495,-0.9998,0.128,0.78,0.092,1095.862305,1103.341431,1074.81189,10943218.0
2018-11-12,1069.858765,-0.9998,0.131,0.772,0.097,1087.392578,1088.4823,1064.459961,5856714.0
2018-11-13,1089.126221,-0.9999,0.155,0.762,0.084,1063.915161,1092.642822,1060.002197,6876165.0
2018-11-14,1087.640259,-0.9997,0.117,0.797,0.086,1094.673584,1102.202271,1075.3071289999998,7861347.0
2018-11-15,1086.5505369999996,-0.9999,0.14,0.773,0.087,1086.649658,1092.642822,1076.297729,6896498.0
2018-11-16,1116.813721,-0.9999,0.145,0.78,0.075,1087.640259,1119.3397220000004,1086.798218,11136460.0
2018-11-19,1139.201538,-0.9999,0.145,0.773,0.082,1122.262085,1140.885498,1120.379883,7378262.0
2018-11-20,1126.719849,-0.9999,0.128,0.789,0.083,1134.248413,1145.046143,1119.389282,5774119.0
2018-11-21,1102.449829,-0.9999,0.137,0.783,0.079,1126.818848,1134.743774,1096.654785,7578978.0
2018-11-22,1092.494263,-0.9999,0.158,0.75,0.091,1104.0349119999996,1114.782959,1089.77002,5847475.0
2018-11-26,1099.329468,-0.9999,0.137,0.769,0.094,1098.586548,1107.006714,1087.095459,6447094.0
2018-11-27,1117.606201,-0.9999,0.132,0.787,0.082,1097.496826,1119.389282,1095.069824,6874782.0
2018-11-28,1141.82666,-0.9999,0.148,0.767,0.084,1121.816284,1146.878784,1115.723999,8079833.0
2018-11-29,1157.527832,-0.9998,0.131,0.777,0.092,1150.098267,1168.820801,1149.107666,12755947.0
2018-11-30,1156.58667,-0.9997,0.112,0.814,0.074,1161.292114,1174.863525,1151.385986,10819038.0
2018-12-03,1145.590942,-0.9997,0.128,0.775,0.097,1163.867676,1163.867676,1137.715576,5622372.0
2018-12-04,1141.479858,-0.9999,0.125,0.795,0.08,1147.126343,1147.126343,1131.474731,5242047.0
2018-12-05,1144.303101,-0.9999,0.139,0.795,0.067,1133.0102539999998,1147.918823,1128.601929,5874782.0
2018-12-06,1113.098877,-0.9998,0.123,0.796,0.081,1138.2109380000004,1138.2109380000004,1107.749634,5921712.0
2018-12-07,1123.153687,-1.0,0.144,0.786,0.07,1118.844482,1126.274048,1097.942627,7282460.0
2018-12-10,1080.012573,-0.9999,0.136,0.779,0.085,1099.577148,1103.836792,1072.9296880000004,9470471.0
2018-12-11,1087.244019,-0.9996,0.113,0.801,0.086,1055.990234,1091.751343,1045.0935060000004,13622580.0
2018-12-12,1100.072388,-0.9998,0.13,0.773,0.097,1088.68042,1103.044189,1077.536011,12724917.0
2018-12-13,1096.654785,-0.9999,0.123,0.799,0.077,1117.408081,1117.408081,1084.767456,9385649.0
2018-12-14,1101.75647,-0.9999,0.146,0.782,0.072,1092.741943,1104.431152,1081.547974,7289774.0
2018-12-17,1119.290283,-0.9986,0.111,0.792,0.097,1105.471191,1122.361084,1101.062988,5112362.0
2018-12-18,1125.729248,-0.9999,0.129,0.798,0.073,1112.752197,1128.30481,1109.978516,5926578.0
2018-12-19,1126.125488,-0.9999,0.142,0.77,0.088,1130.781372,1136.526855,1122.559204,7438647.0
2018-12-20,1117.853882,-0.9999,0.137,0.791,0.071,1110.473877,1121.865845,1105.669312,5819374.0
2018-12-21,1089.869141,-0.9998,0.123,0.786,0.092,1114.436279,1120.627563,1085.708618,8360445.0
2018-12-24,1078.922852,-0.9996,0.137,0.752,0.111,1090.5625,1092.840942,1076.34729,4183821.0
2018-12-26,1088.036499,-0.9995,0.114,0.802,0.084,1075.60437,1089.671021,1055.643555,7278403.0
2018-12-27,1109.681274,-0.9999,0.125,0.803,0.072,1096.803345,1116.41748,1093.633423,12596278.0
2018-12-28,1114.981079,-0.9999,0.13,0.793,0.077,1114.931519,1124.589966,1110.671997,7738682.0
2018-12-31,1110.721436,-0.9998,0.148,0.741,0.112,1120.330444,1123.203125,1105.718872,7291282.0
2019-01-01,1110.473877,-0.9998,0.152,0.743,0.104,1114.68396,1116.7147220000004,1099.676147,4498087.0
2019-01-02,1096.010864,-0.9995,0.127,0.782,0.091,1104.0349119999996,1116.41748,1090.6616210000002,7212697.0
2019-01-03,1082.489136,-0.9996,0.109,0.836,0.055,1097.100586,1104.133911,1079.864014,7517041.0
2019-01-04,1088.33374,-0.9998,0.136,0.791,0.073,1087.095459,1094.079224,1070.948486,8545382.0
2019-01-07,1094.376465,-0.9999,0.168,0.757,0.075,1096.605225,1107.9477539999998,1090.6616210000002,5565822.0
2019-01-08,1094.277344,-0.9998,0.129,0.792,0.079,1094.723145,1099.5275880000004,1085.708618,5678473.0
2019-01-09,1100.320068,-0.9999,0.148,0.779,0.073,1101.55835,1106.511353,1088.383179,5821468.0
2019-01-10,1097.100586,-0.9999,0.147,0.774,0.079,1097.348267,1100.567749,1092.642822,4118960.0
2019-01-11,1087.739258,-0.9999,0.156,0.763,0.081,1097.199585,1103.341431,1078.378052,6525174.0
2019-01-14,1086.501099,-0.9998,0.136,0.781,0.083,1084.718018,1090.16626,1076.19873,4150757.0
2019-01-15,1119.042603,-0.9997,0.139,0.764,0.097,1094.624023,1121.370483,1094.624023,10158260.0
2019-01-16,1125.233887,-0.9997,0.139,0.767,0.094,1124.342407,1134.248413,1119.735962,6443279.0
2019-01-17,1123.797485,-0.9999,0.158,0.757,0.084,1133.703613,1137.121216,1119.389282,7558941.0
2019-01-18,1173.2290039999998,-0.9999,0.143,0.788,0.069,1138.012817,1178.726807,1124.589966,25927601.0
2019-01-21,1226.078003,-0.9997,0.125,0.789,0.087,1182.78833,1228.306885,1177.488525,22247437.0
2019-01-22,1223.552002,-0.9999,0.155,0.774,0.071,1221.27356,1235.241089,1208.147949,16709723.0
2019-01-23,1214.785034,-0.9996,0.104,0.835,0.061,1221.71936,1232.516968,1210.525391,8913196.0
2019-01-24,1235.73645,-0.9985,0.09,0.849,0.061,1213.497314,1241.432495,1208.643311,13279882.0
2019-01-25,1234.300049,-0.9998,0.124,0.808,0.067,1238.708252,1252.8244630000004,1223.799561,8631889.0
2019-01-28,1218.004517,-0.9998,0.149,0.762,0.089,1238.7578130000004,1244.156616,1210.9216310000004,8650493.0
2019-01-29,1199.281982,-0.9999,0.15,0.771,0.08,1219.440918,1220.084839,1190.069336,9417294.0
2019-01-30,1184.4724119999996,-0.9998,0.12,0.822,0.058,1203.591187,1213.497314,1179.915527,7921321.0
2019-01-31,1215.627075,-0.9994,0.111,0.81,0.079,1190.713257,1218.153076,1189.722656,10281893.0
2019-02-01,1238.213013,-0.9999,0.155,0.773,0.072,1222.41272,1243.215576,1215.527954,9316446.0
2019-02-04,1278.778442,-0.9999,0.161,0.761,0.078,1235.290649,1284.771606,1230.387207,11781195.0
2019-02-05,1279.422363,-0.9999,0.151,0.783,0.067,1279.868164,1292.151733,1266.5939939999996,9451152.0
2019-02-06,1297.946777,-0.9998,0.134,0.787,0.079,1284.078247,1305.2772220000004,1282.097046,9500797.0
2019-02-07,1278.283203,-0.9997,0.118,0.803,0.079,1297.946777,1308.793945,1274.02356,9299549.0
2019-02-08,1265.702393,-0.9998,0.131,0.793,0.076,1272.735718,1288.28833,1260.303589,6567167.0
2019-02-11,1241.481934,-0.9999,0.154,0.763,0.084,1263.919312,1264.018311,1239.253174,7595318.0
2019-02-12,1244.602417,-0.9999,0.147,0.767,0.085,1239.748413,1260.4025880000004,1239.748413,6460145.0
2019-02-14,1212.704712,-0.9998,0.157,0.739,0.104,1229.347046,1229.347046,1206.562988,6690180.0
2019-02-15,1232.764648,-0.9998,0.137,0.783,0.08,1218.202637,1238.163452,1202.600586,9688940.0
2019-02-18,1208.643311,-1.0,0.188,0.733,0.08,1238.262451,1240.739014,1203.591187,9740480.0
2019-02-19,1204.680786,-0.9998,0.129,0.801,0.07,1206.562988,1228.059204,1199.826782,6303377.0
2019-02-20,1222.7595210000004,-0.9999,0.155,0.763,0.083,1212.358032,1228.356445,1207.553589,6357879.0
2019-02-21,1235.19165,-0.9998,0.134,0.793,0.072,1224.393921,1245.989258,1217.8063960000004,10680467.0
2019-02-22,1220.778198,-0.9998,0.145,0.762,0.093,1232.913208,1233.606689,1214.487915,8838861.0
2019-02-25,1220.72876,-0.9999,0.157,0.757,0.086,1224.393921,1231.328247,1209.18811,7926962.0
2019-02-26,1208.79187,-0.9999,0.142,0.785,0.073,1198.142822,1223.2052,1194.675659,10227082.0
2019-02-27,1212.011353,-0.9963,0.137,0.741,0.122,1216.518677,1233.210449,1197.647461,11218523.0
2019-02-28,1219.4904789999996,-0.9999,0.145,0.778,0.077,1222.165039,1228.207764,1215.032715,11393904.0
2019-03-01,1214.5373539999996,-0.9986,0.11,0.802,0.088,1225.3845210000004,1230.684326,1210.773071,7997610.0
2019-03-05,1226.028442,-0.9998,0.138,0.784,0.078,1211.912231,1228.158325,1207.157349,7189013.0
2019-03-06,1252.923584,-0.9999,0.156,0.755,0.09,1228.158325,1261.14563,1223.502441,12152341.0
2019-03-07,1258.322388,-0.9996,0.122,0.795,0.083,1252.1311039999996,1267.782715,1246.3359380000004,8186126.0
2019-03-08,1255.201904,-0.9998,0.134,0.788,0.078,1254.161743,1262.48291,1250.14978,6097305.0
2019-03-11,1291.854492,-0.9998,0.123,0.808,0.069,1258.124268,1299.680298,1256.0935060000004,9810964.0
2019-03-12,1318.848633,-0.9998,0.131,0.799,0.07,1304.534302,1321.473755,1301.90918,11335173.0
2019-03-13,1334.648804,-0.9995,0.127,0.775,0.098,1324.445557,1347.229614,1315.62915,11342554.0
2019-03-14,1328.9528810000004,-0.9996,0.125,0.789,0.085,1337.075806,1349.210815,1323.554077,10500649.0
2019-03-15,1309.2397460000002,-0.9997,0.131,0.784,0.085,1332.370483,1346.040894,1298.887817,16043743.0
2019-03-18,1337.373047,-0.9992,0.1,0.845,0.055,1318.501953,1345.198853,1316.520752,10201021.0
2019-03-19,1363.624146,-0.9998,0.127,0.798,0.075,1347.229614,1367.04187,1330.488281,9898262.0
2019-03-20,1362.534546,-0.9997,0.118,0.811,0.071,1364.862427,1374.966675,1351.192017,9986597.0
2019-03-22,1329.151001,-0.9997,0.133,0.773,0.094,1359.612183,1367.93335,1324.1484380000004,11573789.0
2019-03-25,1312.013428,-0.9998,0.152,0.755,0.093,1318.1057130000004,1324.296997,1304.336182,8027368.0
2019-03-26,1354.411499,-0.9998,0.125,0.806,0.069,1317.8084720000004,1358.720703,1317.511353,9569142.0
2019-03-27,1336.580566,-0.9999,0.151,0.768,0.081,1365.011108,1365.011108,1331.627441,10189856.0
2019-03-28,1347.229614,-0.9998,0.147,0.765,0.088,1337.571167,1356.937622,1330.1911619999996,10582305.0
2019-04-01,1378.780518,-0.9998,0.122,0.812,0.066,1357.135742,1393.59021,1349.755615,10194002.0
2019-04-02,1376.650757,-0.9999,0.128,0.815,0.057,1384.872803,1389.924927,1367.1408689999996,8088587.0
2019-04-03,1362.286865,-0.9999,0.16,0.753,0.087,1379.6721189999996,1389.825806,1359.116943,7923866.0
2019-04-04,1340.344849,-0.9997,0.131,0.779,0.09,1366.051147,1370.707031,1334.599365,8455067.0
2019-04-05,1341.18689,-0.9999,0.165,0.744,0.091,1348.170654,1351.093018,1330.389282,6792015.0
2019-04-08,1316.768311,-0.9999,0.17,0.754,0.075,1343.267212,1344.753052,1311.270508,8806267.0
2019-04-09,1321.919556,-0.9997,0.133,0.779,0.089,1316.4216310000004,1328.11084,1308.595825,9587648.0
2019-04-10,1318.898193,-0.9998,0.138,0.787,0.075,1325.386719,1335.342285,1314.044189,7684871.0
2019-04-11,1334.153564,-0.9997,0.123,0.805,0.072,1320.433594,1340.295288,1316.520752,5795755.0
2019-04-12,1330.488281,-0.9991,0.111,0.803,0.087,1337.323486,1344.158691,1324.098877,5975855.0
2019-04-15,1327.56604,-0.9997,0.134,0.771,0.095,1332.370483,1336.283325,1322.464355,4285366.0
2019-04-16,1331.132202,-0.9998,0.129,0.799,0.072,1332.370483,1347.229614,1327.417358,8011783.0
2019-04-18,1372.935913,-0.9999,0.152,0.77,0.078,1362.088745,1376.700317,1352.182617,18130729.0
2019-04-22,1332.717163,-0.9999,0.149,0.763,0.088,1347.229614,1354.16394,1328.7052,10895052.0
2019-04-23,1351.043457,-0.9997,0.133,0.778,0.089,1335.342285,1360.107544,1333.361084,9141135.0
2019-04-24,1376.452637,-0.9998,0.132,0.786,0.082,1357.432861,1381.7028810000004,1353.420898,7430660.0
2019-04-25,1359.513184,-0.9999,0.163,0.77,0.067,1376.0563960000004,1399.137573,1349.805176,14061860.0
2019-04-26,1379.721558,-0.9999,0.137,0.795,0.068,1362.088745,1382.842041,1357.829102,6954749.0
2019-04-30,1379.721558,-0.9998,0.12,0.812,0.067,1383.287842,1383.287842,1353.965698,10313866.0
2019-05-02,1391.856567,-0.9999,0.169,0.749,0.082,1378.929077,1400.623535,1369.12207,8764806.0
2019-05-03,1395.62085,-0.9998,0.135,0.771,0.094,1394.72937,1404.189697,1389.479126,6571878.0
2019-05-06,1371.895752,-0.9999,0.149,0.764,0.087,1384.872803,1389.627686,1365.159668,7306518.0
2019-05-07,1330.8845210000004,-0.9997,0.124,0.799,0.078,1381.7028810000004,1381.901001,1327.6154789999996,8961240.0
2019-05-08,1287.248169,-0.9997,0.129,0.786,0.085,1327.417358,1327.417358,1280.066284,14749036.0
2019-05-09,1244.651978,-0.9999,0.149,0.778,0.073,1276.69812,1276.69812,1239.996094,19692278.0
2019-05-10,1239.401733,-0.9999,0.16,0.761,0.079,1253.121704,1265.702393,1233.309448,11333250.0
2019-05-13,1220.481079,-0.9999,0.15,0.759,0.091,1236.182251,1248.96106,1215.973755,8124086.0
2019-05-14,1248.61438,-0.9999,0.162,0.759,0.079,1224.889282,1257.430786,1219.936279,13124240.0
2019-05-15,1245.0977779999996,-0.9999,0.152,0.767,0.081,1261.046509,1265.999634,1238.856934,11269622.0
2019-05-16,1253.468384,-0.9999,0.144,0.778,0.078,1248.119019,1259.956909,1246.286499,6669276.0
2019-05-17,1255.499146,-0.9999,0.162,0.754,0.085,1255.102905,1264.959473,1240.243774,7973309.0
2019-05-20,1313.449829,-0.9997,0.133,0.772,0.095,1301.265259,1325.139038,1291.260132,12450850.0
2019-05-21,1327.219238,-0.9996,0.117,0.811,0.072,1319.690674,1354.16394,1317.560791,14003548.0
2019-05-22,1327.813599,-0.9999,0.147,0.781,0.073,1333.014404,1346.932373,1322.563477,11394393.0
2019-05-23,1321.374634,0.5812,0.072,0.859,0.069,1359.116943,1378.929077,1312.558228,17890505.0
2019-05-24,1324.296997,0.9844,0.1,0.794,0.106,1335.342285,1341.087769,1304.138062,10277262.0
2019-05-27,1298.343018,-0.9999,0.149,0.766,0.085,1324.544678,1324.940918,1294.727295,7419387.0
2019-05-28,1311.319946,-0.9999,0.134,0.803,0.062,1307.407104,1322.266235,1301.0177,19657240.0
2019-05-29,1300.720459,-0.9999,0.157,0.752,0.091,1308.595825,1320.780273,1291.904053,7180252.0
2019-05-30,1317.263672,-0.9998,0.126,0.805,0.068,1303.8903810000004,1329.398682,1303.8903810000004,10842653.0
2019-05-31,1317.6599119999996,-0.9992,0.108,0.818,0.074,1325.337158,1329.299561,1307.803345,11871652.0
2019-06-03,1347.427734,-0.9999,0.156,0.774,0.07,1322.464355,1354.411499,1308.793945,8564026.0
2019-06-04,1338.958008,-0.9998,0.132,0.785,0.082,1344.703613,1361.345825,1335.441406,7126831.0
2019-06-06,1314.88623,-0.9999,0.141,0.777,0.081,1349.111816,1349.111816,1308.694824,7736969.0
2019-06-07,1302.553101,-0.9999,0.163,0.76,0.077,1313.49939,1314.787109,1293.340454,6794394.0
2019-06-10,1306.763184,-0.9999,0.139,0.781,0.08,1308.496704,1314.539429,1297.798218,5431146.0
2019-06-11,1316.669312,-0.9999,0.156,0.789,0.055,1309.437866,1321.9689939999996,1305.624023,5303590.0
2019-06-12,1319.641113,-0.9983,0.095,0.829,0.076,1322.167236,1325.832397,1312.558228,4752340.0
2019-06-13,1314.787109,-0.9999,0.15,0.773,0.077,1317.511353,1322.167236,1296.361816,7239164.0
2019-06-14,1305.178223,-0.9998,0.135,0.793,0.072,1309.487427,1312.558228,1297.104736,6896085.0
2019-06-17,1270.259155,-0.9998,0.136,0.782,0.082,1307.605225,1307.605225,1266.494873,6880158.0
2019-06-18,1268.971436,-0.9998,0.143,0.762,0.095,1266.891113,1275.856201,1257.183105,7751984.0
2019-06-19,1265.3557130000004,-0.9999,0.149,0.763,0.088,1274.81604,1289.77417,1250.744141,6688408.0
2019-06-20,1284.573486,-0.9997,0.119,0.812,0.069,1267.980835,1287.792969,1265.999634,4960591.0
2019-06-21,1267.485474,-0.9999,0.137,0.789,0.074,1283.7810060000004,1283.830566,1263.572632,10723794.0
2019-06-24,1250.546021,-0.9999,0.178,0.739,0.083,1260.204468,1264.464111,1245.295898,5199824.0
2019-06-25,1283.682007,-0.9997,0.115,0.827,0.058,1247.078979,1285.811768,1242.472656,6907221.0
2019-06-26,1281.997925,-0.9998,0.139,0.771,0.089,1278.877563,1292.3498539999996,1274.27124,5350180.0
2019-06-27,1262.185791,-0.9998,0.132,0.786,0.082,1281.007324,1284.722168,1259.065308,11493899.0
2019-06-28,1241.333374,-0.9999,0.143,0.778,0.079,1265.108032,1270.804077,1236.925171,8741806.0
2019-07-01,1256.935547,-0.9998,0.124,0.806,0.071,1246.236938,1260.699829,1234.74585,6220490.0
2019-07-02,1266.494873,-0.9999,0.139,0.784,0.077,1261.987671,1268.971436,1251.437622,4682721.0
2019-07-03,1270.506836,-0.9993,0.114,0.809,0.077,1270.853638,1274.4198,1263.077271,4064194.0
2019-07-04,1271.943237,-0.9998,0.137,0.774,0.089,1269.367676,1278.877563,1267.980835,4315672.0
2019-07-05,1251.487183,-0.9999,0.143,0.776,0.082,1273.032959,1278.382202,1248.168579,5042694.0
2019-07-08,1240.2932130000004,-0.9998,0.144,0.764,0.092,1246.187378,1256.192505,1236.47937,6465252.0
2019-07-09,1268.079834,-0.9999,0.14,0.776,0.084,1237.2224119999996,1271.447998,1233.80481,8092747.0
2019-07-10,1266.841553,-0.9997,0.123,0.802,0.075,1268.030396,1277.243042,1256.786865,5546395.0
2019-07-11,1269.516235,-0.9999,0.145,0.784,0.071,1274.915039,1277.688843,1267.2873539999996,3972764.0
2019-07-12,1268.476074,-0.9994,0.117,0.794,0.089,1270.952637,1287.792969,1266.049072,7242056.0
2019-07-15,1264.117432,-0.9973,0.089,0.848,0.063,1272.9338380000004,1277.391602,1258.421387,4919356.0
2019-07-16,1280.858765,-0.9999,0.14,0.781,0.079,1267.931274,1282.740845,1265.0584720000004,4647660.0
2019-07-17,1269.813477,-0.9999,0.15,0.768,0.082,1282.146484,1284.821167,1267.980835,4376049.0
2019-07-18,1250.001221,-0.9999,0.163,0.753,0.084,1269.962036,1274.320679,1246.187378,5511650.0
2019-07-19,1237.271851,-0.9999,0.163,0.746,0.091,1256.291626,1260.996948,1231.0310060000004,7539309.0
2019-07-22,1268.476074,-0.9999,0.146,0.775,0.079,1239.253174,1272.438599,1215.775635,13426225.0
2019-07-23,1261.591431,-0.9999,0.154,0.76,0.086,1272.9338380000004,1281.7502439999996,1248.564819,9375991.0
2019-07-24,1247.2771,-0.9998,0.134,0.792,0.074,1261.54187,1266.792114,1241.779175,7009804.0
2019-07-25,1219.936279,-0.9998,0.137,0.775,0.087,1252.1311039999996,1257.133667,1215.478516,10063036.0
2019-07-26,1202.402466,-0.9998,0.137,0.776,0.087,1219.936279,1230.832886,1198.638062,9408829.0
2019-07-29,1199.579224,-0.9997,0.133,0.776,0.09,1205.473267,1210.525391,1193.78418,8134417.0
2019-07-30,1169.811401,-0.9997,0.116,0.819,0.065,1202.551025,1208.544189,1164.907837,9623710.0
2019-07-31,1155.29895,-0.9995,0.133,0.763,0.104,1164.709717,1173.872803,1151.485107,9797618.0
2019-08-01,1169.16748,-0.9998,0.132,0.783,0.084,1152.475708,1177.0428470000004,1139.548218,10442920.0
2019-08-02,1173.2290039999998,-0.9999,0.142,0.774,0.084,1164.660156,1186.998413,1151.187866,10968377.0
2019-08-05,1132.613892,-0.9997,0.123,0.802,0.075,1156.04187,1156.04187,1117.408081,14029195.0
2019-08-06,1117.705322,-0.9937,0.089,0.832,0.079,1124.094727,1138.805298,1111.464478,13414874.0
2019-08-07,1098.982788,-0.9998,0.127,0.802,0.072,1115.9221189999996,1127.859009,1092.741943,11698729.0
2019-08-08,1141.529419,-0.9997,0.132,0.78,0.088,1097.942627,1147.126343,1085.015137,14398134.0
2019-08-09,1151.187866,-0.9995,0.117,0.8,0.083,1150.940186,1164.462036,1141.479858,10139155.0
2019-08-13,1262.780151,-0.9941,0.093,0.82,0.087,1221.570679,1290.566772,1214.487915,48377710.0
2019-08-14,1276.15332,-0.9996,0.125,0.789,0.087,1291.755493,1292.201172,1268.327515,14624460.0
2019-08-16,1265.999634,0.9979,0.092,0.8,0.108,1279.075684,1279.670044,1261.046509,10142736.0
2019-08-19,1280.462524,-0.9999,0.152,0.768,0.08,1269.0209960000002,1284.623047,1267.980835,7530571.0
2019-08-20,1263.968872,-0.9997,0.122,0.797,0.081,1277.688843,1280.462524,1260.650269,6908329.0
2019-08-21,1259.015747,-0.9996,0.122,0.795,0.084,1263.6716310000004,1266.643433,1254.607544,4927825.0
2019-08-22,1235.042969,-0.9997,0.131,0.779,0.091,1259.015747,1259.065308,1227.266724,6475744.0
2019-08-23,1263.869751,-0.9999,0.154,0.761,0.085,1227.365845,1271.943237,1214.983154,9833599.0
2019-08-26,1254.904785,-0.9997,0.127,0.79,0.084,1281.849365,1281.849365,1247.1779789999996,8861952.0
2019-08-27,1262.87915,-0.9998,0.131,0.793,0.076,1272.9338380000004,1272.9338380000004,1249.3573,13107475.0
2019-08-28,1251.437622,-0.9998,0.127,0.794,0.079,1261.789551,1268.971436,1244.255737,5355931.0
2019-08-29,1230.089966,-0.9998,0.124,0.812,0.064,1244.651978,1248.41626,1223.700562,8717834.0
2019-08-30,1236.826172,-0.9994,0.121,0.787,0.091,1233.80481,1242.621216,1209.53479,11415309.0
2019-09-03,1195.071899,-0.9995,0.134,0.762,0.105,1230.585327,1231.328247,1188.732056,8644177.0
2019-09-04,1189.871216,-0.9998,0.135,0.774,0.091,1189.276855,1193.932739,1174.912964,15206140.0
2019-09-05,1187.345215,-0.9997,0.135,0.771,0.095,1195.46814,1201.808105,1182.094971,10612413.0
2019-09-06,1211.020752,-0.9971,0.102,0.808,0.089,1191.703857,1217.459717,1184.026611,10700713.0
2019-09-09,1210.723511,-0.9939,0.107,0.791,0.101,1209.18811,1221.4221189999996,1201.758545,5421667.0
2019-09-11,1222.80896,-0.9998,0.145,0.765,0.09,1211.020752,1228.356445,1211.020752,5597024.0
2019-09-12,1198.984863,-0.9993,0.118,0.795,0.088,1223.40332,1228.802124,1194.37854,5482620.0
2019-09-13,1214.091675,-0.9994,0.102,0.826,0.072,1200.619385,1216.964355,1195.567261,5975368.0
2019-09-16,1199.3811039999996,-0.9999,0.174,0.746,0.08,1177.835327,1207.65271,1174.962524,9482774.0
2019-09-17,1186.205933,-0.9999,0.143,0.78,0.077,1199.6286619999996,1199.6286619999996,1182.293091,7218213.0
2019-09-18,1194.37854,-0.9998,0.119,0.809,0.073,1193.635498,1204.878906,1185.958252,6891996.0
2019-09-19,1167.97876,-0.9997,0.128,0.789,0.083,1196.508301,1198.340942,1161.638794,6353109.0
2019-09-20,1242.571655,-0.9994,0.105,0.823,0.072,1176.795166,1257.975708,1163.273315,22228398.0
2019-09-23,1227.563965,-0.9996,0.14,0.752,0.108,1262.185791,1268.971436,1223.40332,9973401.0
2019-09-24,1266.692993,-0.9997,0.133,0.772,0.095,1231.922607,1286.604248,1231.080566,16133561.0
2019-09-25,1267.535034,-0.9999,0.132,0.794,0.074,1271.943237,1282.839966,1256.935547,8395729.0
2019-09-26,1284.623047,-0.9999,0.151,0.758,0.09,1279.868164,1286.604248,1271.447998,8468733.0
2019-09-27,1296.758057,-0.9998,0.138,0.779,0.084,1280.3634029999996,1302.6521,1271.943237,8795570.0
2019-09-30,1319.740234,-0.9997,0.115,0.818,0.067,1297.6990970000004,1323.207275,1293.290894,11659226.0
